Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya2.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya2.png,Golden yellow,No,NFS,1350,451,Orange,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,4,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya2,836,9742,daRdXsccgpzPLvpWz
geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya3.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya3.png,Green,No,NFS,1350,451,Green,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,5,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya3,836,9743,umAWMdQi84vc4BLvt
geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya4.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya4.png,Blue,No,NFS,1350,451,Blue,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,6,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya4,836,9744,8dXu7jqM6YCLK5wSj
geisha wig,https://acnhcdn.com/latest/ClosetIcon/CapWigGeisya5.png,https://acnhcdn.com/latest/FtrIcon/CapWigGeisya5.png,Purple,No,NFS,1350,451,Purple,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,7,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya5,836,9745,GLvMy7wJZEaiBREgu
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon6.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon6.png,White,No,1470,367,51,White,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,1,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon6,1112,12057,SWbrNbBpjj4FWtPyE
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon7.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon7.png,Black,No,1470,367,51,Black,Black,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,2,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon7,1112,12058,zCcR8JcuDcusf8GdX
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon0.png,Red,No,1470,367,51,Red,Red,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,3,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon0,1112,9861,NWaA4reiG5GXxgXMS
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon5.png,Pink,No,1470,367,51,Pink,Pink,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,4,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon5,1112,12056,bkdobifkzuPTK7fxe
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon4.png,Orange,No,1470,367,51,Orange,Orange,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,5,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon4,1112,12055,tySwtmJW5XaZ66nBx
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon3.png,Yellow,No,1470,367,51,Yellow,Yellow,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,6,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon3,1112,12054,LbWPp7gGXze4MaLxm
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon1.png,Green,No,1470,367,51,Green,Green,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,7,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon1,1112,12052,uhM23tq3RxpJDFhsJ
giant ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTRibbon2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTRibbon2.png,Blue,No,1470,367,51,Blue,Blue,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,8,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon2,1112,12053,Rh6hZNJPHiZXLvAHJ
glengarry,https://acnhcdn.com/latest/ClosetIcon/CapHatGreeneryRed.png,https://acnhcdn.com/latest/FtrIcon/CapHatGreeneryRed.png,NA,No,1320,330,51,Black,Red,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatGreeneryRed,930,6049,wJL28HCtAeYiw9Qnf
glowing-moss headband,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFMoss0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFMoss0.png,NA,Yes,NFS,150,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; outdoorsy,1,HeadHairOrnament_Front,Yes,Not for sale,2.0.0,Yes,CapOrnamentFMoss0,1347,14201,QfTi4ZC4c4KrgnZdj
glowing-moss hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeMoss0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeMoss0.png,NA,Yes,NFS,400,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy,1,Headgear_NoEarNoJaw,No,Not for sale,2.0.0,Yes,CapCostumeMoss0,1348,14199,CHkkGsE4Ke5TDq97v
glowing-moss pointed cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMoss0.png,https://acnhcdn.com/latest/FtrIcon/CapHatMoss0.png,NA,Yes,NFS,400,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; outdoorsy,1,HeadCap,Yes,Not for sale,2.0.0,Yes,CapHatMoss0,1349,14198,eJJoeAQPk6vRa5P7A
gold helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceKnightGold.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceKnightGold.png,NA,Yes,NFS,50000,103,Yellow,Red,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; goth,1,HeadFullFace,No,Not for sale,1.0.0,Yes,CapFullfaceKnightGold,692,5346,BBTeM9iQR8tG5DCWA
gold rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose5.png,NA,Yes,NFS,12000,103,Yellow,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentRose5,960,7378,FX33n2bWNfRJ6cuKm
gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress1.png,Black,No,1120,280,51,Black,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,1,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress1,833,11897,xgnfJr4rfnJHpz3Cy
gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress2.png,Red,No,1120,280,51,Red,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,2,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress2,833,11898,cA4XoM6rcf2WkamCd
gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress3.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress3.png,Pink,No,1120,280,51,Pink,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,3,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress3,833,11899,3YJZivZRjNYpNojJE
gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress4.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress4.png,Blue,No,1120,280,51,Blue,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,4,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress4,833,11900,Wvsj8vtWWZjrY6E7A
gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress0.png,Purple,No,1120,280,51,Purple,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,5,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress0,833,5683,6nyKqBfGMQyFYzH5b
gothic headdress,https://acnhcdn.com/latest/ClosetIcon/CapHelmetHeaddress5.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetHeaddress5.png,Light purple,No,1120,280,51,Purple,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,6,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress5,833,11901,ZgopQMMTea5nJSdbY
grape hat,https://acnhcdn.com/latest/ClosetIcon/CapHatGrape.png,https://acnhcdn.com/latest/FtrIcon/CapHatGrape.png,NA,No,700,175,51,Purple,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatGrape,640,5278,T7jWyxruDuEJssnYX
halo,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAAngel0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAAngel0.png,NA,No,2220,555,51,Yellow,Yellow,1x1,2000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Peak,Yes,For sale,1.0.0,Yes,CapOrnamentAAngel0,949,6921,h5uXo4cEWBngWp7sS
handmade crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCChildren0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCChildren0.png,NA,No,300,75,201,Red,Colorful,1x1,NA,NA,Nook Shopping Seasonal,,International Children's Day,Yes,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical,1,HeadHairOrnament_Top,Yes,Seasonal,1.2.0,Yes,CapOrnamentCChildren0,1221,12576,qtR8v5BvaApJkokuf
head bandages,https://acnhcdn.com/latest/ClosetIcon/CapHatBandage0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandage0.png,White,No,560,140,51,White,White,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage0,1249,12963,bCSyFhqur92qtmYCh
head bandages,https://acnhcdn.com/latest/ClosetIcon/CapHatBandage4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandage4.png,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage4,1249,14676,XHJRb3tWhvQKsBLhK
head bandages,https://acnhcdn.com/latest/ClosetIcon/CapHatBandage1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandage1.png,Pink,No,560,140,51,Pink,Pink,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage1,1249,14673,SjQTPTBZqac3pGgKd
head bandages,https://acnhcdn.com/latest/ClosetIcon/CapHatBandage3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandage3.png,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage3,1249,14675,hBjwrDLZHMHdXYdWh
head bandages,https://acnhcdn.com/latest/ClosetIcon/CapHatBandage2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandage2.png,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage2,1249,14674,bvBSeYdQx5GaDvSsW
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban0.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban0.png,Pink,No,1400,350,51,Pink,Colorful,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Womanly,Cute,Cute,comfy,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigTurban0,1009,6093,2ZQBtmCyTt4kGY2gM
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban3.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban3.png,Green,No,1400,350,51,Green,Colorful,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,comfy,2,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigTurban3,1009,11896,j5Rqh4hpw7udSzMkx
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban1.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban1.png,Blue,No,1400,350,51,Blue,Colorful,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,comfy,3,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigTurban1,1009,11894,mPfXwKGa6z727jCWn
headband,https://acnhcdn.com/latest/ClosetIcon/CapWigTurban2.png,https://acnhcdn.com/latest/FtrIcon/CapWigTurban2.png,Purple,No,1400,350,51,Purple,Colorful,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,comfy,4,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigTurban2,1009,11895,pMiCACYSmotv2pnjM
headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear0.png,Red,No,910,227,51,Red,Colorful,1x1,820,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeHeadgear0,825,5687,jmnTEJgWu8kHL6CcQ
headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear2.png,Green,No,910,227,51,Green,Colorful,1x1,820,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,2,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeHeadgear2,825,11612,EjbvXi9Trp5gZiWBp
headgear,https://acnhcdn.com/latest/ClosetIcon/CapCostumeHeadgear1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeHeadgear1.png,Blue,No,910,227,51,Blue,Colorful,1x1,820,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,3,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeHeadgear1,825,11611,zP46qRtShEG5TzNzz
headkerchief,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceHokkamuriGreen.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceHokkamuriGreen.png,NA,No,490,122,51,Green,Green,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,goth; outdoorsy,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceHokkamuriGreen,674,5322,K59p7jjXDCpeYStyh
heart bopper,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFHeartband0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFHeartband0.png,NA,No,NFS,245,251,Pink,Gray,1x1,NA,NA,Isabelle,,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),Yes,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,Not for sale,1.4.0,Yes,CapOrnamentFHeartband0,1110,9859,r6NShbHdjPM6Xj4uN
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin4.png,Black,No,700,175,51,Black,Gray,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLHearthairpin4,1106,12168,qoHkG5w57FHejH7sW
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin1.png,Red,No,700,175,51,Red,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLHearthairpin1,1106,12165,nsf444hSHhw4cqT9H
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin0.png,Pink,No,700,175,51,Pink,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Womanly,Cute,Cute,everyday; fairy tale,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLHearthairpin0,1106,9855,FoQyDjHid692cLQsr
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin2.png,Green,No,700,175,51,Green,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLHearthairpin2,1106,12166,qH6kogG5qtph3XpyQ
heart hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHearthairpin3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHearthairpin3.png,Blue,No,700,175,51,Blue,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLHearthairpin3,1106,12167,BWs2TWo5MnAHfR9Qk
Hello Kitty hat,https://acnhcdn.com/latest/ClosetIcon/CapHatKitty0.png,https://acnhcdn.com/latest/FtrIcon/CapHatKitty0.png,NA,No,1500,375,201,White,Red,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; theatrical,1,HeadCap,No,Not in catalog,1.9.0,Yes,CapHatKitty0,1279,13165,cJWbC9wsYgFuFFHKC
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet6.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet6.png,Black,No,1100,275,51,Black,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet6,742,10235,oNKeKYrhc57TYvMSQ
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet4.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet4.png,Red,No,1100,275,51,Red,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,2,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet4,742,10233,M7hddkFgC8kGhWmS8
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet0.png,Pink,No,1100,275,51,Pink,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,3,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet0,742,5435,GTB58K7ExPYkAxPYj
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet7.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet7.png,Yellow,No,1100,275,51,Yellow,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,4,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet7,742,10236,yhhDptKbgXLEAjvsm
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet1.png,Green,No,1100,275,51,Green,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,5,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet1,742,10230,KvThemab48jjKvtnD
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet5.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet5.png,Light blue,No,1100,275,51,Aqua,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,6,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet5,742,10234,DExMtuaqW7nmbKpfy
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet3.png,Blue,No,1100,275,51,Blue,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,7,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet3,742,10232,hZsMf2hdM5F4t9GwN
helmet with goggles,https://acnhcdn.com/latest/ClosetIcon/CapCostumeGogglehelmet2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeGogglehelmet2.png,Purple,No,1100,275,51,Purple,Black,1x1,990,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,sporty; work,8,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeGogglehelmet2,742,10231,jms7b32h94CH8XZg7
hibiscus hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLHibiscus2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLHibiscus2.png,White,No,560,140,51,White,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Elegant,Cute,fairy tale; vacation,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLHibiscus2,1045,10849,79RboM5aoWXKBrJS9
